#   q (2pi/1)   energy n-th mode (meV)   energy n-1-th mode (meV)    ...
      0.00000000      8.84842712      8.84842712      8.84842712      8.84842712      8.84842712      8.84842712      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      6.84842712      6.84842712      6.84842712      6.84842712      6.84842712      6.84842712      6.02000000      6.02000000      6.02000000      6.02000000      6.02000000      6.02000000      6.02000000      6.02000000      6.02000000      6.02000000      6.02000000      6.02000000      4.02000000      4.02000000      4.02000000      4.02000000      4.02000000      4.02000000      3.19157288      3.19157288      3.19157288      3.19157288      3.19157288      3.19157288      1.19157288      1.19157288      1.19157288      1.19157288      1.19157288      1.19157288      0.02000000     -0.02000000     -1.19157288     -1.19157288     -1.19157288     -1.19157288     -1.19157288     -1.19157288     -3.19157288     -3.19157288     -3.19157288     -3.19157288     -3.19157288     -3.19157288     -4.02000000     -4.02000000     -4.02000000     -4.02000000     -4.02000000     -4.02000000     -6.02000000     -6.02000000     -6.02000000     -6.02000000     -6.02000000     -6.02000000     -6.02000000     -6.02000000     -6.02000000     -6.02000000     -6.02000000     -6.02000000     -6.84842712     -6.84842712     -6.84842712     -6.84842712     -6.84842712     -6.84842712     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.84842712     -8.84842712     -8.84842712     -8.84842712     -8.84842712     -8.84842712
      0.00978560      8.87759958      8.87759958      8.84441838      8.84441838      8.81524593      8.81524593      8.12360974      8.12360974      8.09443728      8.09443728      8.09042854      8.09042854      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.01433078      7.94390224      7.94390224      7.93989350      7.93989350      7.91072104      7.91072104      6.99495343      6.92452488      6.92452488      6.77398984      6.77398984      6.69388334      6.19970750      6.19970750      6.17053504      6.17053504      6.05318120      6.05318120      5.99082754      5.99082754      5.86946496      5.86946496      5.83628376      5.83628376      4.23288870      4.12927896      4.12927896      3.91639026      3.91639026      3.80711130      3.37528912      3.37528912      3.19558162      3.19558162      3.01186538      3.01186538      1.34611666      1.27167938      1.27167938      1.12114433      1.12114433      1.04504657      0.02566922     -0.02566922     -1.04504657     -1.12114433     -1.12114433     -1.27167938     -1.27167938     -1.34611666     -3.01186538     -3.01186538     -3.19558162     -3.19558162     -3.37528912     -3.37528912     -3.80711130     -3.91639026     -3.91639026     -4.12927896     -4.12927896     -4.23288870     -5.83628376     -5.83628376     -5.86946496     -5.86946496     -5.99082754     -5.99082754     -6.05318120     -6.05318120     -6.17053504     -6.17053504     -6.19970750     -6.19970750     -6.69388334     -6.77398984     -6.77398984     -6.92452488     -6.92452488     -6.99495343     -7.91072104     -7.91072104     -7.93989350     -7.93989350     -7.94390224     -7.94390224     -8.01433078     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.09042854     -8.09042854     -8.09443728     -8.09443728     -8.12360974     -8.12360974     -8.81524593     -8.81524593     -8.84441838     -8.84441838     -8.87759958     -8.87759958
      0.01957120      8.90268060      8.90268060      8.83240352      8.83240352      8.77815004      8.77815004      8.22125657      8.22125657      8.16700309      8.16700309      8.15097949      8.15097949      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      7.99733920      7.86635971      7.86635971      7.85033611      7.85033611      7.79608263      7.79608263      7.13304690      7.00206741      7.00206741      6.70142403      6.70142403      6.53176014      6.37489686      6.37489686      6.32064338      6.32064338      6.09027708      6.09027708      5.96574652      5.96574652      5.71935662      5.71935662      5.64907954      5.64907954      4.44517394      4.24391737      4.24391737      3.81874343      3.81874343      3.59482606      3.56249334      3.56249334      3.20759648      3.20759648      2.83667602      2.83667602      1.50823986      1.36123677      1.36123677      1.06059339      1.06059339      0.90695310      0.04266080     -0.04266080     -0.90695310     -1.06059339     -1.06059339     -1.36123677     -1.36123677     -1.50823986     -2.83667602     -2.83667602     -3.20759648     -3.20759648     -3.56249334     -3.56249334     -3.59482606     -3.81874343     -3.81874343     -4.24391737     -4.24391737     -4.44517394     -5.64907954     -5.64907954     -5.71935662     -5.71935662     -5.96574652     -5.96574652     -6.09027708     -6.09027708     -6.32064338     -6.32064338     -6.37489686     -6.37489686     -6.53176014     -6.70142403     -6.70142403     -7.00206741     -7.00206741     -7.13304690     -7.79608263     -7.79608263     -7.85033611     -7.85033611     -7.86635971     -7.86635971     -7.99733920     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.15097949     -8.15097949     -8.16700309     -8.16700309     -8.22125657     -8.22125657     -8.77815004     -8.77815004     -8.83240352     -8.83240352     -8.90268060     -8.90268060
      0.02935679      8.92359910      8.92359910      8.81241659      8.81241659      8.73724462      8.73724462      8.31266370      8.31266370      8.23749173      8.23749173      8.20148120      8.20148120      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      7.96907342      7.78759222      7.78759222      7.75158169      7.75158169      7.67640972      7.67640972      7.26231610      7.08083490      7.08083490      6.63093540      6.63093540      6.54507148      6.54507148      6.46989951      6.46989951      6.36251709      6.13118250      6.13118250      5.94482803      5.94482803      5.57010049      5.57010049      5.45891799      5.45891799      4.65625398      4.36359028      4.36359028      3.75265489      3.75265489      3.72733630      3.72733630      3.38374602      3.22758341      3.22758341      2.66650140      2.66650140      1.67748291      1.45999118      1.45999118      1.01009168      1.01009168      0.77768390      0.07092658     -0.07092658     -0.77768390     -1.01009168     -1.01009168     -1.45999118     -1.45999118     -1.67748291     -2.66650140     -2.66650140     -3.22758341     -3.22758341     -3.38374602     -3.72733630     -3.72733630     -3.75265489     -3.75265489     -4.36359028     -4.36359028     -4.65625398     -5.45891799     -5.45891799     -5.57010049     -5.57010049     -5.94482803     -5.94482803     -6.13118250     -6.13118250     -6.36251709     -6.46989951     -6.46989951     -6.54507148     -6.54507148     -6.63093540     -6.63093540     -7.08083490     -7.08083490     -7.26231610     -7.67640972     -7.67640972     -7.75158169     -7.75158169     -7.78759222     -7.78759222     -7.96907342     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.20148120     -8.20148120     -8.23749173     -8.23749173     -8.31266370     -8.31266370     -8.73724462     -8.73724462     -8.81241659     -8.81241659     -8.92359910     -8.92359910
      0.03914239      8.94029577      8.94029577      8.78451426      8.78451426      8.69264562      8.69264562      8.39757203      8.39757203      8.30570339      8.30570339      8.24179052      8.24179052      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      7.92961356      7.70782304      7.70782304      7.64391017      7.64391017      7.55204153      7.55204153      7.38239461      7.16060409      7.16060409      6.70974899      6.70974899      6.61788035      6.61788035      6.56272374      6.56272374      6.18663391      6.17578151      6.17578151      5.92813136      5.92813136      5.42211965      5.42211965      5.26633815      5.26633815      4.86553049      4.48795847      4.48795847      3.94523473      3.94523473      3.64242797      3.64242797      3.25548574      3.25548574      3.17446951      2.50182389      2.50182389      1.85336609      1.56766270      1.56766270      0.96978236      0.96978236      0.65760539      0.11038644     -0.11038644     -0.65760539     -0.96978236     -0.96978236     -1.56766270     -1.56766270     -1.85336609     -2.50182389     -2.50182389     -3.17446951     -3.25548574     -3.25548574     -3.64242797     -3.64242797     -3.94523473     -3.94523473     -4.48795847     -4.48795847     -4.86553049     -5.26633815     -5.26633815     -5.42211965     -5.42211965     -5.92813136     -5.92813136     -6.17578151     -6.17578151     -6.18663391     -6.56272374     -6.56272374     -6.61788035     -6.61788035     -6.70974899     -6.70974899     -7.16060409     -7.16060409     -7.38239461     -7.55204153     -7.55204153     -7.64391017     -7.64391017     -7.70782304     -7.70782304     -7.92961356     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.24179052     -8.24179052     -8.30570339     -8.30570339     -8.39757203     -8.39757203     -8.69264562     -8.69264562     -8.78451426     -8.78451426     -8.94029577     -8.94029577
      0.04892799      8.95272328      8.95272328      8.74877561      8.74877561      8.64447945      8.64447945      8.47574087      8.47574087      8.37144471      8.37144471      8.27179319      8.27179319      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      7.87907148      7.62727828      7.62727828      7.52762677      7.52762677      7.49294204      7.42333061      7.42333061      7.24114884      7.24114884      6.86846259      6.86846259      6.76416643      6.76416643      6.49698241      6.49698241      6.22394767      6.22394767      6.00460918      5.91570384      5.91570384      5.27583357      5.27583357      5.07241026      5.07188590      5.07188590      4.61666939      4.61666939      4.13968698      4.13968698      3.56425913      3.56425913      3.29122439      3.29122439      2.96758974      2.34311029      2.34311029      2.03539082      1.68394611      1.68394611      0.93977968      0.93977968      0.54705796      0.16092852     -0.16092852     -0.54705796     -0.93977968     -0.93977968     -1.68394611     -1.68394611     -2.03539082     -2.34311029     -2.34311029     -2.96758974     -3.29122439     -3.29122439     -3.56425913     -3.56425913     -4.13968698     -4.13968698     -4.61666939     -4.61666939     -5.07188590     -5.07188590     -5.07241026     -5.27583357     -5.27583357     -5.91570384     -5.91570384     -6.00460918     -6.22394767     -6.22394767     -6.49698241     -6.49698241     -6.76416643     -6.76416643     -6.86846259     -6.86846259     -7.24114884     -7.24114884     -7.42333061     -7.42333061     -7.49294204     -7.52762677     -7.52762677     -7.62727828     -7.62727828     -7.87907148     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.27179319     -8.27179319     -8.37144471     -8.37144471     -8.47574087     -8.47574087     -8.64447945     -8.64447945     -8.74877561     -8.74877561     -8.95272328     -8.95272328
      0.05871359      8.96084641      8.96084641      8.70530195      8.70530195      8.59288266      8.59288266      8.54694864      8.54694864      8.43452935      8.43452935      8.29140417      8.29140417      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      7.81759043      7.59364504      7.54618626      7.54618626      7.40306108      7.40306108      7.32224087      7.32224087      7.29064179      7.29064179      7.02076238      7.02076238      6.90834309      6.90834309      6.43389777      6.43389777      6.27554447      6.27554447      5.90758071      5.90758071      5.81695886      5.27630685      5.13165691      5.13165691      4.87611244      4.87611244      4.74935821      4.74935821      4.33546043      4.33546043      3.49305136      3.49305136      3.33469805      3.33469805      2.76369315      2.22304114      2.19081049      2.19081049      1.80851179      1.80851179      0.92016870      0.92016870      0.44635496      0.22240957     -0.22240957     -0.44635496     -0.92016870     -0.92016870     -1.80851179     -1.80851179     -2.19081049     -2.19081049     -2.22304114     -2.76369315     -3.33469805     -3.33469805     -3.49305136     -3.49305136     -4.33546043     -4.33546043     -4.74935821     -4.74935821     -4.87611244     -4.87611244     -5.13165691     -5.13165691     -5.27630685     -5.81695886     -5.90758071     -5.90758071     -6.27554447     -6.27554447     -6.43389777     -6.43389777     -6.90834309     -6.90834309     -7.02076238     -7.02076238     -7.29064179     -7.29064179     -7.32224087     -7.32224087     -7.40306108     -7.40306108     -7.54618626     -7.54618626     -7.59364504     -7.81759043     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.29140417     -8.29140417     -8.43452935     -8.43452935     -8.54694864     -8.54694864     -8.59288266     -8.59288266     -8.70530195     -8.70530195     -8.96084641     -8.96084641
      0.06849918      8.96464214      8.96464214      8.65421651      8.65421651      8.61099351      8.61099351      8.53800149      8.53800149      8.49477849      8.49477849      8.30056787      8.30056787      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      7.74534471      7.68421816      7.46477684      7.46477684      7.40365029      7.40365029      7.27056622      7.27056622      7.16621667      7.16621667      7.15435120      7.15435120      7.05000165      7.05000165      6.37364864      6.37364864      6.33042564      6.33042564      5.90378498      5.90378498      5.62421486      5.47664230      4.98999835      4.98999835      4.88564880      4.88564880      4.67957272      4.67957272      4.53200016      4.53200016      3.42900649      3.42900649      3.38578349      3.38578349      2.56335770      2.41578514      2.04535621      2.04535621      1.94100665      1.94100665      0.91100501      0.91100501      0.35578184      0.29465529     -0.29465529     -0.35578184     -0.91100501     -0.91100501     -1.94100665     -1.94100665     -2.04535621     -2.04535621     -2.41578514     -2.56335770     -3.38578349     -3.38578349     -3.42900649     -3.42900649     -4.53200016     -4.53200016     -4.67957272     -4.67957272     -4.88564880     -4.88564880     -4.98999835     -4.98999835     -5.47664230     -5.62421486     -5.90378498     -5.90378498     -6.33042564     -6.33042564     -6.37364864     -6.37364864     -7.05000165     -7.05000165     -7.15435120     -7.15435120     -7.16621667     -7.16621667     -7.27056622     -7.27056622     -7.40365029     -7.40365029     -7.46477684     -7.46477684     -7.68421816     -7.74534471     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.30056787     -8.30056787     -8.49477849     -8.49477849     -8.53800149     -8.53800149     -8.61099351     -8.61099351     -8.65421651     -8.65421651     -8.96464214     -8.96464214
      0.07828478      8.96409970      8.96409970      8.66769392      8.66769392      8.59566409      8.59566409      8.55202134      8.55202134      8.47999151      8.47999151      8.29925831      8.29925831      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      7.76440465      7.66253909      7.48514634      7.48514634      7.38328078      7.38328078      7.30441313      7.30441313      7.18874055      7.18874055      7.13051775      7.13051775      7.01484517      7.01484517      6.38843561      6.38843561      6.31640579      6.31640579      5.90432742      5.90432742      5.67284874      5.42692354      5.02515483      5.02515483      4.85125945      4.85125945      4.72874904      4.72874904      4.48282383      4.48282383      3.44433591      3.44433591      3.37230608      3.37230608      2.61307646      2.36715126      2.08105512      2.08105512      1.90715974      1.90715974      0.91231457      0.91231457      0.37746091      0.27559535     -0.27559535     -0.37746091     -0.91231457     -0.91231457     -1.90715974     -1.90715974     -2.08105512     -2.08105512     -2.36715126     -2.61307646     -3.37230608     -3.37230608     -3.44433591     -3.44433591     -4.48282383     -4.48282383     -4.72874904     -4.72874904     -4.85125945     -4.85125945     -5.02515483     -5.02515483     -5.42692354     -5.67284874     -5.90432742     -5.90432742     -6.31640579     -6.31640579     -6.38843561     -6.38843561     -7.01484517     -7.01484517     -7.13051775     -7.13051775     -7.18874055     -7.18874055     -7.30441313     -7.30441313     -7.38328078     -7.38328078     -7.48514634     -7.48514634     -7.66253909     -7.76440465     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.29925831     -8.29925831     -8.47999151     -8.47999151     -8.55202134     -8.55202134     -8.59566409     -8.59566409     -8.66769392     -8.66769392     -8.96409970     -8.96409970
      0.08807038      8.95922064      8.95922064      8.71688915      8.71688915      8.60609564      8.60609564      8.52981068      8.52981068      8.41901717      8.41901717      8.28747920      8.28747920      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      8.02000000      7.83397722      7.56940830      7.56649802      7.56649802      7.43496005      7.43496005      7.32416654      7.32416654      7.30192910      7.30192910      6.98331266      6.98331266      6.87251915      6.87251915      6.44940996      6.44940996      6.26233148      6.26233148      5.90920649      5.90920649      5.86437001      5.22564414      5.16748085      5.16748085      4.92514937      4.92514937      4.71583346      4.71583346      4.28642350      4.28642350      3.51018932      3.51018932      3.32311085      3.32311085      2.81435586      2.22826022      2.22826022      2.17562999      1.77661283      1.77661283      0.92409368      0.92409368      0.47059170      0.20602278     -0.20602278     -0.47059170     -0.92409368     -0.92409368     -1.77661283     -1.77661283     -2.17562999     -2.22826022     -2.22826022     -2.81435586     -3.32311085     -3.32311085     -3.51018932     -3.51018932     -4.28642350     -4.28642350     -4.71583346     -4.71583346     -4.92514937     -4.92514937     -5.16748085     -5.16748085     -5.22564414     -5.86437001     -5.90920649     -5.90920649     -6.26233148     -6.26233148     -6.44940996     -6.44940996     -6.87251915     -6.87251915     -6.98331266     -6.98331266     -7.30192910     -7.30192910     -7.32416654     -7.32416654     -7.43496005     -7.43496005     -7.56649802     -7.56649802     -7.56940830     -7.83397722     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.02000000     -8.28747920     -8.28747920     -8.41901717     -8.41901717     -8.52981068     -8.52981068     -8.60609564     -8.60609564     -8.71688915     -8.71688915     -8.95922064     -8.95922064
