kpointindex: 1 K=      0.000000     -3.627599      0.000000
   mode=  25   Re <S_r> -0.13556079 -0.00125629 -0.58827283   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.6037   Im|<S_r>|  0.0000   E_r=   9.27974497  0.00000000
   mode=  26   Re <S_r> -0.04093141 -0.00080971 -0.75424800   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.7554   Im|<S_r>|  0.0000   E_r=   8.94510142  0.00000000
   mode=  27   Re <S_r>  0.08619696  0.00073598 -0.46466709   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.4726   Im|<S_r>|  0.0000   E_r=   8.91696147  0.00000000
   mode=  28   Re <S_r>  0.05815964  0.00012210 -0.62389986   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.6266   Im|<S_r>|  0.0000   E_r=   8.76495279  0.00000000
   mode=  29   Re <S_r> -0.07854956 -0.00063491 -0.55916363   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5647   Im|<S_r>|  0.0000   E_r=   8.70322590 -0.00000000
   mode=  30   Re <S_r>  0.06778145  0.00044376 -0.35834986   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.3647   Im|<S_r>|  0.0000   E_r=   8.40311181  0.00000000
   mode=  31   Re <S_r>  0.06972798  0.00001972 -0.46106121   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.4663   Im|<S_r>|  0.0000   E_r=   8.27429292  0.00000000
   mode=  32   Re <S_r> -0.08016838 -0.00006345 -0.32382137   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.3336   Im|<S_r>|  0.0000   E_r=   8.22369194 -0.00000000
   mode=  33   Re <S_r>  0.02834397 -0.00000683 -0.18391643   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.1861   Im|<S_r>|  0.0000   E_r=   8.08232113 -0.00000000
   mode=  34   Re <S_r> -0.04635841 -0.00055813 -0.23890640   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.2434   Im|<S_r>|  0.0000   E_r=   8.01878406  0.00000000
   mode=  35   Re <S_r>  0.02148010  0.00052819 -0.35588991   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.3565   Im|<S_r>|  0.0000   E_r=   7.99677888  0.00000000
   mode=  36   Re <S_r>  0.01722823 -0.00000025 -0.48367573   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.4840   Im|<S_r>|  0.0000   E_r=   7.79502633 -0.00000000
   mode=  37   Re <S_r>  0.04258729  0.00056183 -0.08783263   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.0976   Im|<S_r>|  0.0000   E_r=   7.72160868  0.00000000
   mode=  38   Re <S_r> -0.09177953 -0.00007847 -0.18226593   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.2041   Im|<S_r>|  0.0000   E_r=   7.64033501  0.00000000
   mode=  39   Re <S_r> -0.13704333 -0.00018993 -0.29875159   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.3287   Im|<S_r>|  0.0000   E_r=   7.42956466  0.00000000
   mode=  40   Re <S_r> -0.02308141 -0.00027957 -0.54035815   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5409   Im|<S_r>|  0.0000   E_r=   7.36106602 -0.00000000
   mode=  41   Re <S_r>  0.04621172 -0.00001784 -0.39317838   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.3959   Im|<S_r>|  0.0000   E_r=   7.20062982  0.00000000
   mode=  42   Re <S_r> -0.09854994 -0.00007629 -0.52163876   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5309   Im|<S_r>|  0.0000   E_r=   6.88337904  0.00000000
   mode=  43   Re <S_r>  0.15946429  0.00014727 -0.60660854   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.6272   Im|<S_r>|  0.0000   E_r=   6.71025041  0.00000000
   mode=  44   Re <S_r> -0.00007786 -0.00004724 -0.55369767   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5537   Im|<S_r>|  0.0000   E_r=   6.44184377 -0.00000000
   mode=  45   Re <S_r>  0.03535883 -0.00003220 -0.73621545   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.7371   Im|<S_r>|  0.0000   E_r=   5.98487353 -0.00000000
   mode=  46   Re <S_r>  0.04092407  0.00009573 -0.48173178   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.4835   Im|<S_r>|  0.0000   E_r=   5.92966999  0.00000000
   mode=  47   Re <S_r>  0.03099822 -0.00008116 -0.40423801   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.4054   Im|<S_r>|  0.0000   E_r=   5.46699922 -0.00000000
   mode=  48   Re <S_r>  0.09895391  0.00009892 -0.20480897   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.2275   Im|<S_r>|  0.0000   E_r=   5.14477745  0.00000000
   mode=  49   Re <S_r> -0.02526160  0.00003862 -0.21346471   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.2150   Im|<S_r>|  0.0000   E_r=   5.04978790  0.00000000
   mode=  50   Re <S_r> -0.02491650  0.00003684 -0.33861515   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.3395   Im|<S_r>|  0.0000   E_r=   4.96638858 -0.00000000
   mode=  51   Re <S_r> -0.13059043 -0.00006954 -0.26984987   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.2998   Im|<S_r>|  0.0000   E_r=   4.82478824  0.00000000
   mode=  52   Re <S_r> -0.09543105 -0.00003483 -0.27318448   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.2894   Im|<S_r>|  0.0000   E_r=   4.70121618 -0.00000000
   mode=  53   Re <S_r>  0.02031811 -0.00004217 -0.28523434   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.2860   Im|<S_r>|  0.0000   E_r=   4.45734506 -0.00000000
